STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,FTPT,Full time/part time,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2012,,3893,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2012,,3556,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2012,,337,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2012,,802,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2012,,748,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2012,,53,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2012,,2826,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2012,,2573,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2012,,252,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2012,,241,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2012,,213,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2012,,28,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2012,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2012,,2431,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2012,,2281,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2012,,149,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2012,,603,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2012,,569,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2012,,34,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2012,,1669,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2012,,1563,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2012,,106,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2012,,136,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2012,,132,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2012,,1462,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2012,,1274,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2012,,188,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2012,,198,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2012,,179,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2012,,1156,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2012,,1010,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2012,,145,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2012,,104,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2012,,81,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NR,Nauru,EMPLOYEDAF,Number of employed persons,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2012,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2015,,825,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2017,,777,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2015,,536,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2017,,520,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2015,,289,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2017,,257,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2015,,128,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2017,,94,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2015,,85,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2017,,58,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2015,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2017,,36,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2015,,559,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2017,,530,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2015,,371,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2017,,358,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2015,,187,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2017,,172,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2015,,88,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2017,,114,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2015,,55,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2017,,72,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2015,,32,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2017,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2015,,49,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2017,,39,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2015,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2017,,32,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2015,,26,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,PT,Part time,2017,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2015,,414,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2017,,411,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2015,,295,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2017,,284,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2015,,118,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2017,,127,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2015,,72,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,_T,Total,2017,,53,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2015,,46,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,FT,Full time,2017,,30,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2015,,26,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,PT,Part time,2017,,23,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2015,,269,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,_T,Total,2017,,271,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2015,,197,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,FT,Full time,2017,,188,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2015,,72,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,PT,Part time,2017,,83,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2015,,52,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,Total,2017,,63,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2015,,42,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,FT,Full time,2017,,46,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,PT,Part time,2017,,17,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2015,,19,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,_T,Total,2017,,24,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,FT,Full time,2017,,20,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2015,,411,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,_T,Total,2017,,366,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2015,,240,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,FT,Full time,2017,,236,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2015,,170,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EMPLOYED_FTPT(1.0),Employed population by full-time/part-time employment,I,A,Annual,NU,Niue,EMPLOYEDAF,Number of employed persons,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,PT,Part time,2017,,130,,N,units,,,,,,,,,,
